nohup: ignoring input
----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Linear-1                   [-1, 28]             868
              ReLU-2                   [-1, 28]               0
            Linear-3                   [-1, 24]             696
              ReLU-4                   [-1, 24]               0
            Linear-5                   [-1, 20]             500
              ReLU-6                   [-1, 20]               0
            Linear-7                   [-1, 16]             336
            Linear-8                   [-1, 16]             336
================================================================
Total params: 2,736
Trainable params: 2,736
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.00
Forward/backward pass size (MB): 0.00
Params size (MB): 0.01
Estimated Total Size (MB): 0.01
----------------------------------------------------------------
encoder: None
----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Linear-1                   [-1, 20]             340
              ReLU-2                   [-1, 20]               0
            Linear-3                   [-1, 24]             504
              ReLU-4                   [-1, 24]               0
            Linear-5                   [-1, 28]             700
              ReLU-6                   [-1, 28]               0
            Linear-7                   [-1, 30]             870
================================================================
Total params: 2,414
Trainable params: 2,414
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.00
Forward/backward pass size (MB): 0.00
Params size (MB): 0.01
Estimated Total Size (MB): 0.01
----------------------------------------------------------------
decoder: None
epoch=100, loss=1.99e-02, min_loss=1.98e-02, kld=20.39, recon=1.89e-02, size_dis=0.120, mean_size=3.13, max_size=251.57(997), time=2.88
epoch=14900, loss=7.87e-03, min_loss=7.78e-03, kld=12.15, recon=7.26e-03, size_dis=0.041, mean_size=0.35, max_size=23.50(496), time=583.88
epoch=15000, loss=7.81e-03, min_loss=7.76e-03, kld=12.22, recon=7.20e-03, size_dis=0.041, mean_size=0.33, max_size=19.18(496), time=586.93

7429, 35791, acc=2.71e-02, 3.18e-02, 4.07e-02, cov=2.87e-02, 3.79e-02, 7.19e-02

epoch=15100, loss=7.79e-03, min_loss=7.75e-03, kld=12.12, recon=7.19e-03, size_dis=0.041, mean_size=0.34, max_size=26.12(497), time=599.77
epoch=15200, loss=7.81e-03, min_loss=7.76e-03, kld=12.18, recon=7.20e-03, size_dis=0.041, mean_size=0.34, max_size=27.18(496), time=602.91
epoch=15300, loss=7.87e-03, min_loss=7.75e-03, kld=12.24, recon=7.26e-03, size_dis=0.041, mean_size=0.34, max_size=20.46(497), time=606.07
epoch=15400, loss=7.81e-03, min_loss=7.74e-03, kld=12.26, recon=7.20e-03, size_dis=0.040, mean_size=0.34, max_size=20.20(497), time=609.18
epoch=15500, loss=7.80e-03, min_loss=7.73e-03, kld=12.18, recon=7.19e-03, size_dis=0.040, mean_size=0.35, max_size=21.79(496), time=612.30
epoch=15600, loss=7.80e-03, min_loss=7.72e-03, kld=12.13, recon=7.19e-03, size_dis=0.040, mean_size=0.34, max_size=25.57(496), time=615.42
epoch=15700, loss=7.74e-03, min_loss=7.73e-03, kld=12.32, recon=7.13e-03, size_dis=0.040, mean_size=0.34, max_size=24.56(497), time=618.54
epoch=15800, loss=7.79e-03, min_loss=7.71e-03, kld=12.24, recon=7.18e-03, size_dis=0.041, mean_size=0.33, max_size=20.58(496), time=621.68
epoch=15900, loss=7.77e-03, min_loss=7.71e-03, kld=12.24, recon=7.16e-03, size_dis=0.040, mean_size=0.37, max_size=31.19(496), time=624.59
epoch=16000, loss=7.83e-03, min_loss=7.69e-03, kld=12.16, recon=7.23e-03, size_dis=0.040, mean_size=0.35, max_size=33.31(497), time=627.71

7453, 35791, acc=2.58e-02, 2.93e-02, 3.94e-02, cov=2.86e-02, 3.76e-02, 7.14e-02

epoch=16100, loss=7.80e-03, min_loss=7.69e-03, kld=12.24, recon=7.19e-03, size_dis=0.040, mean_size=0.35, max_size=27.83(496), time=639.97
epoch=16200, loss=7.76e-03, min_loss=7.70e-03, kld=12.28, recon=7.15e-03, size_dis=0.040, mean_size=0.33, max_size=24.21(496), time=642.94
epoch=16300, loss=7.75e-03, min_loss=7.70e-03, kld=12.26, recon=7.14e-03, size_dis=0.040, mean_size=0.34, max_size=25.87(496), time=646.15
epoch=16400, loss=7.87e-03, min_loss=7.69e-03, kld=12.99, recon=7.22e-03, size_dis=0.040, mean_size=0.35, max_size=27.14(497), time=649.00
epoch=16500, loss=7.79e-03, min_loss=7.69e-03, kld=12.22, recon=7.18e-03, size_dis=0.040, mean_size=0.35, max_size=29.56(497), time=652.10
epoch=16600, loss=7.73e-03, min_loss=7.70e-03, kld=12.24, recon=7.12e-03, size_dis=0.040, mean_size=0.34, max_size=23.34(496), time=655.23
epoch=16700, loss=7.89e-03, min_loss=7.69e-03, kld=12.33, recon=7.27e-03, size_dis=0.041, mean_size=0.37, max_size=24.08(997), time=658.37
epoch=16800, loss=7.70e-03, min_loss=7.69e-03, kld=12.31, recon=7.08e-03, size_dis=0.040, mean_size=0.36, max_size=33.60(496), time=661.51
epoch=16900, loss=7.75e-03, min_loss=7.68e-03, kld=12.27, recon=7.14e-03, size_dis=0.040, mean_size=0.36, max_size=27.32(496), time=664.65
epoch=17000, loss=7.77e-03, min_loss=7.68e-03, kld=12.24, recon=7.16e-03, size_dis=0.040, mean_size=0.33, max_size=24.88(496), time=667.79

8550, 35791, acc=2.78e-02, 3.13e-02, 4.33e-02, cov=2.82e-02, 3.62e-02, 7.18e-02

epoch=17100, loss=7.70e-03, min_loss=7.65e-03, kld=12.18, recon=7.09e-03, size_dis=0.040, mean_size=0.34, max_size=21.36(497), time=683.26
epoch=17200, loss=7.69e-03, min_loss=7.67e-03, kld=12.34, recon=7.08e-03, size_dis=0.040, mean_size=0.36, max_size=33.65(497), time=686.38
epoch=17300, loss=7.70e-03, min_loss=7.65e-03, kld=12.12, recon=7.09e-03, size_dis=0.040, mean_size=0.37, max_size=25.65(497), time=689.52
epoch=17400, loss=7.70e-03, min_loss=7.67e-03, kld=12.41, recon=7.08e-03, size_dis=0.040, mean_size=0.34, max_size=26.08(497), time=692.67
epoch=17500, loss=7.77e-03, min_loss=7.66e-03, kld=12.13, recon=7.16e-03, size_dis=0.041, mean_size=0.35, max_size=30.54(497), time=695.79
epoch=17600, loss=7.80e-03, min_loss=7.65e-03, kld=12.07, recon=7.20e-03, size_dis=0.040, mean_size=0.34, max_size=20.87(496), time=698.88
epoch=17700, loss=7.66e-03, min_loss=7.64e-03, kld=12.32, recon=7.04e-03, size_dis=0.040, mean_size=0.35, max_size=23.43(496), time=701.93
epoch=17800, loss=7.67e-03, min_loss=7.63e-03, kld=12.25, recon=7.06e-03, size_dis=0.040, mean_size=0.36, max_size=25.20(497), time=705.02
epoch=17900, loss=7.68e-03, min_loss=7.63e-03, kld=12.18, recon=7.07e-03, size_dis=0.040, mean_size=0.34, max_size=22.85(496), time=708.05
epoch=18000, loss=7.68e-03, min_loss=7.64e-03, kld=12.19, recon=7.07e-03, size_dis=0.040, mean_size=0.35, max_size=24.58(496), time=711.03

8673, 35791, acc=2.79e-02, 3.21e-02, 4.23e-02, cov=2.63e-02, 3.54e-02, 6.84e-02

epoch=18100, loss=7.65e-03, min_loss=7.65e-03, kld=12.26, recon=7.04e-03, size_dis=0.040, mean_size=0.34, max_size=20.46(496), time=722.93
epoch=18200, loss=7.69e-03, min_loss=7.62e-03, kld=12.31, recon=7.07e-03, size_dis=0.040, mean_size=0.33, max_size=23.98(496), time=725.93
epoch=18300, loss=7.78e-03, min_loss=7.61e-03, kld=12.11, recon=7.17e-03, size_dis=0.040, mean_size=0.33, max_size=20.86(496), time=729.17
epoch=18400, loss=7.72e-03, min_loss=7.60e-03, kld=12.28, recon=7.10e-03, size_dis=0.040, mean_size=0.34, max_size=21.02(497), time=731.94
epoch=18500, loss=7.71e-03, min_loss=7.62e-03, kld=12.10, recon=7.10e-03, size_dis=0.040, mean_size=0.32, max_size=21.53(497), time=734.81
epoch=18600, loss=7.65e-03, min_loss=7.62e-03, kld=12.28, recon=7.03e-03, size_dis=0.040, mean_size=0.34, max_size=20.59(496), time=737.82
epoch=18700, loss=7.77e-03, min_loss=7.61e-03, kld=12.35, recon=7.15e-03, size_dis=0.040, mean_size=0.34, max_size=21.59(497), time=740.89
epoch=18800, loss=7.67e-03, min_loss=7.61e-03, kld=12.27, recon=7.05e-03, size_dis=0.040, mean_size=0.37, max_size=27.02(496), time=744.01
epoch=18900, loss=7.71e-03, min_loss=7.60e-03, kld=12.22, recon=7.10e-03, size_dis=0.040, mean_size=0.34, max_size=13.93(496), time=747.24
epoch=19000, loss=7.65e-03, min_loss=7.60e-03, kld=12.19, recon=7.04e-03, size_dis=0.040, mean_size=0.32, max_size=11.75(496), time=750.14

7970, 35791, acc=2.69e-02, 3.21e-02, 4.34e-02, cov=2.92e-02, 3.79e-02, 6.99e-02

epoch=19100, loss=7.67e-03, min_loss=7.59e-03, kld=12.27, recon=7.06e-03, size_dis=0.040, mean_size=0.36, max_size=27.19(496), time=763.13
epoch=19200, loss=7.70e-03, min_loss=7.57e-03, kld=12.37, recon=7.08e-03, size_dis=0.039, mean_size=0.34, max_size=19.12(497), time=766.02
epoch=19300, loss=7.67e-03, min_loss=7.57e-03, kld=13.00, recon=7.02e-03, size_dis=0.040, mean_size=0.35, max_size=21.71(496), time=769.11
epoch=19400, loss=7.78e-03, min_loss=7.60e-03, kld=12.14, recon=7.17e-03, size_dis=0.040, mean_size=0.34, max_size=19.24(497), time=772.01
epoch=19500, loss=7.62e-03, min_loss=7.57e-03, kld=12.29, recon=7.01e-03, size_dis=0.039, mean_size=0.34, max_size=19.74(496), time=775.28
epoch=19600, loss=7.62e-03, min_loss=7.56e-03, kld=12.27, recon=7.00e-03, size_dis=0.039, mean_size=0.34, max_size=20.03(497), time=778.26
epoch=19700, loss=7.67e-03, min_loss=7.57e-03, kld=12.16, recon=7.06e-03, size_dis=0.040, mean_size=0.36, max_size=26.37(497), time=781.15
epoch=19800, loss=7.67e-03, min_loss=7.56e-03, kld=12.23, recon=7.06e-03, size_dis=0.040, mean_size=0.33, max_size=21.58(497), time=783.98
epoch=19900, loss=7.67e-03, min_loss=7.56e-03, kld=12.37, recon=7.05e-03, size_dis=0.039, mean_size=0.36, max_size=22.79(497), time=786.91
epoch=20000, loss=7.66e-03, min_loss=7.55e-03, kld=12.18, recon=7.06e-03, size_dis=0.040, mean_size=0.37, max_size=24.39(496), time=789.74

8589, 35791, acc=2.68e-02, 3.16e-02, 4.21e-02, cov=2.72e-02, 3.79e-02, 7.08e-02

epoch=20100, loss=7.70e-03, min_loss=7.56e-03, kld=12.30, recon=7.08e-03, size_dis=0.039, mean_size=0.35, max_size=14.26(497), time=802.18
epoch=20200, loss=7.62e-03, min_loss=7.54e-03, kld=12.55, recon=6.99e-03, size_dis=0.039, mean_size=0.35, max_size=15.93(497), time=805.05
epoch=20300, loss=7.64e-03, min_loss=7.55e-03, kld=12.22, recon=7.03e-03, size_dis=0.040, mean_size=0.35, max_size=13.21(497), time=807.80
epoch=20400, loss=7.58e-03, min_loss=7.54e-03, kld=12.28, recon=6.97e-03, size_dis=0.039, mean_size=0.36, max_size=22.18(497), time=810.81
epoch=20500, loss=7.59e-03, min_loss=7.55e-03, kld=12.23, recon=6.98e-03, size_dis=0.039, mean_size=0.40, max_size=50.96(997), time=813.74
epoch=20600, loss=7.61e-03, min_loss=7.53e-03, kld=12.31, recon=6.99e-03, size_dis=0.039, mean_size=0.33, max_size=16.17(496), time=816.70
epoch=20700, loss=7.60e-03, min_loss=7.53e-03, kld=12.25, recon=6.99e-03, size_dis=0.039, mean_size=0.35, max_size=14.31(496), time=819.71
epoch=20800, loss=7.55e-03, min_loss=7.53e-03, kld=12.20, recon=6.94e-03, size_dis=0.039, mean_size=0.33, max_size=13.74(497), time=822.64
epoch=20900, loss=7.57e-03, min_loss=7.54e-03, kld=12.37, recon=6.95e-03, size_dis=0.039, mean_size=0.35, max_size=23.94(496), time=825.63
epoch=21000, loss=7.70e-03, min_loss=7.53e-03, kld=12.18, recon=7.09e-03, size_dis=0.039, mean_size=0.36, max_size=22.40(496), time=828.36

8188, 35791, acc=2.68e-02, 3.07e-02, 4.06e-02, cov=2.87e-02, 3.71e-02, 6.81e-02

epoch=21100, loss=7.64e-03, min_loss=7.50e-03, kld=12.20, recon=7.03e-03, size_dis=0.039, mean_size=0.36, max_size=20.90(496), time=840.10
epoch=21200, loss=7.62e-03, min_loss=7.51e-03, kld=12.31, recon=7.00e-03, size_dis=0.039, mean_size=0.35, max_size=18.03(497), time=843.13
epoch=21300, loss=7.70e-03, min_loss=7.50e-03, kld=12.29, recon=7.08e-03, size_dis=0.039, mean_size=0.34, max_size=21.60(496), time=845.98
epoch=21400, loss=7.59e-03, min_loss=7.52e-03, kld=12.25, recon=6.98e-03, size_dis=0.039, mean_size=0.34, max_size=12.53(496), time=848.82
epoch=21500, loss=7.67e-03, min_loss=7.48e-03, kld=12.45, recon=7.04e-03, size_dis=0.039, mean_size=0.36, max_size=22.68(497), time=851.84
epoch=21600, loss=7.55e-03, min_loss=7.51e-03, kld=12.21, recon=6.94e-03, size_dis=0.039, mean_size=0.35, max_size=19.97(497), time=854.94
epoch=21700, loss=7.56e-03, min_loss=7.51e-03, kld=12.31, recon=6.94e-03, size_dis=0.039, mean_size=0.37, max_size=21.26(497), time=858.01
epoch=21800, loss=7.55e-03, min_loss=7.50e-03, kld=12.29, recon=6.94e-03, size_dis=0.039, mean_size=0.35, max_size=24.57(496), time=860.98
epoch=21900, loss=7.54e-03, min_loss=7.50e-03, kld=12.22, recon=6.93e-03, size_dis=0.039, mean_size=0.35, max_size=17.78(497), time=864.00
epoch=22000, loss=7.56e-03, min_loss=7.50e-03, kld=12.21, recon=6.95e-03, size_dis=0.039, mean_size=0.41, max_size=65.12(999), time=866.97

7554, 35791, acc=2.58e-02, 3.06e-02, 4.16e-02, cov=2.63e-02, 3.72e-02, 7.38e-02

epoch=22100, loss=7.56e-03, min_loss=7.49e-03, kld=12.21, recon=6.95e-03, size_dis=0.039, mean_size=0.34, max_size=18.00(497), time=878.82
epoch=22200, loss=7.61e-03, min_loss=7.48e-03, kld=12.27, recon=7.00e-03, size_dis=0.039, mean_size=0.35, max_size=20.78(497), time=881.85
epoch=22300, loss=7.58e-03, min_loss=7.50e-03, kld=12.26, recon=6.97e-03, size_dis=0.039, mean_size=0.34, max_size=20.57(497), time=884.94
epoch=22400, loss=7.51e-03, min_loss=7.47e-03, kld=12.21, recon=6.90e-03, size_dis=0.039, mean_size=0.34, max_size=20.38(497), time=887.98
epoch=22500, loss=7.58e-03, min_loss=7.49e-03, kld=12.26, recon=6.97e-03, size_dis=0.039, mean_size=0.36, max_size=23.56(497), time=890.92
epoch=22600, loss=7.54e-03, min_loss=7.47e-03, kld=12.19, recon=6.94e-03, size_dis=0.039, mean_size=0.33, max_size=13.90(497), time=894.08
epoch=22700, loss=7.61e-03, min_loss=7.49e-03, kld=12.25, recon=6.99e-03, size_dis=0.039, mean_size=0.37, max_size=34.44(497), time=896.96
epoch=22800, loss=7.55e-03, min_loss=7.47e-03, kld=12.26, recon=6.94e-03, size_dis=0.039, mean_size=0.35, max_size=23.54(496), time=899.84
epoch=22900, loss=7.54e-03, min_loss=7.48e-03, kld=12.15, recon=6.93e-03, size_dis=0.039, mean_size=0.36, max_size=27.91(497), time=902.80
epoch=23000, loss=7.62e-03, min_loss=7.47e-03, kld=12.18, recon=7.01e-03, size_dis=0.039, mean_size=0.36, max_size=24.18(496), time=905.75

8124, 35791, acc=2.61e-02, 3.10e-02, 4.43e-02, cov=2.74e-02, 3.71e-02, 7.39e-02

epoch=23100, loss=7.52e-03, min_loss=7.46e-03, kld=12.22, recon=6.91e-03, size_dis=0.039, mean_size=0.36, max_size=23.51(497), time=917.44
epoch=23200, loss=7.51e-03, min_loss=7.46e-03, kld=12.31, recon=6.89e-03, size_dis=0.039, mean_size=0.42, max_size=62.61(997), time=920.21
epoch=23300, loss=7.57e-03, min_loss=7.47e-03, kld=12.69, recon=6.94e-03, size_dis=0.039, mean_size=0.36, max_size=26.86(497), time=923.25
epoch=23400, loss=7.57e-03, min_loss=7.46e-03, kld=12.29, recon=6.95e-03, size_dis=0.039, mean_size=0.38, max_size=29.98(496), time=926.24
epoch=23500, loss=7.53e-03, min_loss=7.48e-03, kld=12.17, recon=6.92e-03, size_dis=0.039, mean_size=0.37, max_size=30.67(497), time=929.36
epoch=23600, loss=7.50e-03, min_loss=7.47e-03, kld=12.14, recon=6.89e-03, size_dis=0.039, mean_size=0.34, max_size=17.80(497), time=932.51
epoch=23700, loss=7.60e-03, min_loss=7.46e-03, kld=12.14, recon=6.99e-03, size_dis=0.039, mean_size=0.36, max_size=24.28(496), time=935.64
epoch=23800, loss=7.50e-03, min_loss=7.47e-03, kld=12.42, recon=6.87e-03, size_dis=0.039, mean_size=0.36, max_size=27.72(497), time=938.70
epoch=23900, loss=7.53e-03, min_loss=7.46e-03, kld=12.29, recon=6.92e-03, size_dis=0.039, mean_size=0.38, max_size=28.66(496), time=941.81
epoch=24000, loss=7.70e-03, min_loss=7.45e-03, kld=12.29, recon=7.09e-03, size_dis=0.039, mean_size=0.41, max_size=37.76(997), time=944.95

8176, 35791, acc=2.77e-02, 3.29e-02, 4.35e-02, cov=2.76e-02, 3.93e-02, 7.10e-02

epoch=24100, loss=7.63e-03, min_loss=7.45e-03, kld=12.62, recon=7.00e-03, size_dis=0.039, mean_size=0.37, max_size=25.36(497), time=960.46
epoch=24200, loss=7.48e-03, min_loss=7.44e-03, kld=12.41, recon=6.86e-03, size_dis=0.039, mean_size=0.37, max_size=36.48(496), time=963.60
epoch=24300, loss=7.51e-03, min_loss=7.46e-03, kld=12.49, recon=6.89e-03, size_dis=0.039, mean_size=0.39, max_size=30.67(999), time=966.75
epoch=24400, loss=7.51e-03, min_loss=7.46e-03, kld=12.38, recon=6.89e-03, size_dis=0.039, mean_size=0.37, max_size=31.39(497), time=969.89
epoch=24500, loss=7.48e-03, min_loss=7.45e-03, kld=12.30, recon=6.87e-03, size_dis=0.039, mean_size=0.36, max_size=30.50(496), time=972.96
epoch=24600, loss=7.49e-03, min_loss=7.41e-03, kld=12.40, recon=6.87e-03, size_dis=0.039, mean_size=0.36, max_size=28.32(497), time=976.10
epoch=24700, loss=7.45e-03, min_loss=7.42e-03, kld=12.29, recon=6.84e-03, size_dis=0.039, mean_size=0.37, max_size=31.81(496), time=979.24
epoch=24800, loss=7.57e-03, min_loss=7.42e-03, kld=12.35, recon=6.95e-03, size_dis=0.039, mean_size=0.36, max_size=26.60(496), time=982.38
epoch=24900, loss=7.45e-03, min_loss=7.43e-03, kld=12.33, recon=6.83e-03, size_dis=0.039, mean_size=0.38, max_size=34.28(496), time=985.45
epoch=25000, loss=7.61e-03, min_loss=7.41e-03, kld=12.26, recon=7.00e-03, size_dis=0.039, mean_size=0.35, max_size=26.07(496), time=988.59

8671, 35791, acc=2.64e-02, 3.10e-02, 4.29e-02, cov=2.74e-02, 3.66e-02, 6.48e-02

epoch=25100, loss=7.51e-03, min_loss=7.43e-03, kld=12.31, recon=6.89e-03, size_dis=0.039, mean_size=0.37, max_size=32.30(497), time=1001.64
epoch=25200, loss=7.50e-03, min_loss=7.45e-03, kld=12.22, recon=6.89e-03, size_dis=0.039, mean_size=0.37, max_size=35.30(497), time=1004.78
epoch=25300, loss=7.48e-03, min_loss=7.43e-03, kld=12.19, recon=6.87e-03, size_dis=0.038, mean_size=0.37, max_size=35.21(497), time=1007.90
epoch=25400, loss=7.54e-03, min_loss=7.41e-03, kld=12.25, recon=6.93e-03, size_dis=0.039, mean_size=0.37, max_size=25.55(497), time=1011.05
epoch=25500, loss=7.58e-03, min_loss=7.42e-03, kld=12.73, recon=6.95e-03, size_dis=0.039, mean_size=0.35, max_size=28.69(497), time=1014.18
epoch=25600, loss=7.51e-03, min_loss=7.42e-03, kld=12.25, recon=6.90e-03, size_dis=0.039, mean_size=0.38, max_size=40.15(497), time=1017.31
epoch=25700, loss=7.51e-03, min_loss=7.42e-03, kld=12.26, recon=6.90e-03, size_dis=0.039, mean_size=0.36, max_size=25.41(497), time=1020.46
epoch=25800, loss=7.47e-03, min_loss=7.42e-03, kld=12.34, recon=6.85e-03, size_dis=0.039, mean_size=0.38, max_size=35.81(496), time=1023.56
epoch=25900, loss=7.51e-03, min_loss=7.43e-03, kld=12.17, recon=6.90e-03, size_dis=0.039, mean_size=0.38, max_size=36.69(496), time=1026.58
epoch=26000, loss=7.55e-03, min_loss=7.41e-03, kld=12.19, recon=6.94e-03, size_dis=0.039, mean_size=0.36, max_size=24.13(497), time=1029.72

7921, 35791, acc=2.60e-02, 3.15e-02, 3.93e-02, cov=2.77e-02, 3.64e-02, 6.46e-02

epoch=26100, loss=7.50e-03, min_loss=7.41e-03, kld=12.23, recon=6.88e-03, size_dis=0.039, mean_size=0.40, max_size=36.12(496), time=1042.10
epoch=26200, loss=7.56e-03, min_loss=7.40e-03, kld=12.36, recon=6.94e-03, size_dis=0.039, mean_size=0.36, max_size=33.59(496), time=1044.94
epoch=26300, loss=7.50e-03, min_loss=7.40e-03, kld=12.24, recon=6.89e-03, size_dis=0.039, mean_size=0.39, max_size=37.12(496), time=1047.81
epoch=26400, loss=7.44e-03, min_loss=7.41e-03, kld=12.21, recon=6.83e-03, size_dis=0.039, mean_size=0.37, max_size=36.45(497), time=1050.66
epoch=26500, loss=7.46e-03, min_loss=7.42e-03, kld=12.25, recon=6.84e-03, size_dis=0.039, mean_size=0.37, max_size=36.25(496), time=1053.42
epoch=26600, loss=7.40e-03, min_loss=7.36e-03, kld=12.27, recon=6.79e-03, size_dis=0.039, mean_size=0.39, max_size=41.18(497), time=1056.20
epoch=26700, loss=7.46e-03, min_loss=7.40e-03, kld=12.21, recon=6.85e-03, size_dis=0.039, mean_size=0.34, max_size=31.37(496), time=1058.95
epoch=26800, loss=7.46e-03, min_loss=7.39e-03, kld=12.27, recon=6.85e-03, size_dis=0.039, mean_size=0.37, max_size=34.90(496), time=1061.80
epoch=26900, loss=7.50e-03, min_loss=7.43e-03, kld=12.21, recon=6.89e-03, size_dis=0.039, mean_size=0.37, max_size=34.42(497), time=1064.76
epoch=27000, loss=7.49e-03, min_loss=7.38e-03, kld=12.21, recon=6.88e-03, size_dis=0.039, mean_size=0.36, max_size=29.42(496), time=1067.90

8716, 35791, acc=2.72e-02, 3.25e-02, 4.37e-02, cov=2.71e-02, 3.57e-02, 7.19e-02

epoch=27100, loss=7.45e-03, min_loss=7.41e-03, kld=12.34, recon=6.84e-03, size_dis=0.039, mean_size=0.37, max_size=36.29(496), time=1080.39
epoch=27200, loss=7.48e-03, min_loss=7.38e-03, kld=12.32, recon=6.86e-03, size_dis=0.039, mean_size=0.38, max_size=39.76(497), time=1083.42
epoch=27300, loss=7.44e-03, min_loss=7.40e-03, kld=12.23, recon=6.83e-03, size_dis=0.039, mean_size=0.36, max_size=33.67(497), time=1086.36
epoch=27400, loss=7.51e-03, min_loss=7.38e-03, kld=12.20, recon=6.90e-03, size_dis=0.039, mean_size=0.38, max_size=35.29(497), time=1089.27
epoch=27500, loss=7.39e-03, min_loss=7.38e-03, kld=12.32, recon=6.78e-03, size_dis=0.039, mean_size=0.37, max_size=39.90(496), time=1092.30
epoch=27600, loss=7.51e-03, min_loss=7.40e-03, kld=12.33, recon=6.89e-03, size_dis=0.039, mean_size=0.37, max_size=39.63(497), time=1095.05
epoch=27700, loss=7.53e-03, min_loss=7.38e-03, kld=12.27, recon=6.92e-03, size_dis=0.039, mean_size=0.39, max_size=40.32(496), time=1097.84
epoch=27800, loss=7.45e-03, min_loss=7.39e-03, kld=12.24, recon=6.84e-03, size_dis=0.038, mean_size=0.36, max_size=33.83(496), time=1100.91
epoch=27900, loss=7.46e-03, min_loss=7.40e-03, kld=12.16, recon=6.85e-03, size_dis=0.039, mean_size=0.38, max_size=36.54(497), time=1103.86
epoch=28000, loss=7.40e-03, min_loss=7.37e-03, kld=12.23, recon=6.79e-03, size_dis=0.039, mean_size=0.38, max_size=35.33(496), time=1106.98

7241, 35791, acc=2.58e-02, 2.99e-02, 3.91e-02, cov=2.73e-02, 3.86e-02, 7.09e-02

epoch=28100, loss=7.59e-03, min_loss=7.37e-03, kld=12.16, recon=6.98e-03, size_dis=0.039, mean_size=0.38, max_size=33.21(496), time=1119.07
epoch=28200, loss=7.46e-03, min_loss=7.37e-03, kld=12.14, recon=6.85e-03, size_dis=0.039, mean_size=0.35, max_size=29.51(496), time=1121.89
epoch=28300, loss=7.45e-03, min_loss=7.38e-03, kld=12.26, recon=6.83e-03, size_dis=0.039, mean_size=0.37, max_size=35.97(497), time=1124.74
epoch=28400, loss=7.48e-03, min_loss=7.38e-03, kld=12.10, recon=6.88e-03, size_dis=0.038, mean_size=0.37, max_size=37.31(497), time=1127.77
epoch=28500, loss=7.47e-03, min_loss=7.37e-03, kld=12.32, recon=6.85e-03, size_dis=0.039, mean_size=0.36, max_size=30.51(496), time=1130.77
epoch=28600, loss=7.48e-03, min_loss=7.39e-03, kld=12.15, recon=6.87e-03, size_dis=0.039, mean_size=0.36, max_size=32.15(496), time=1133.73
epoch=28700, loss=7.38e-03, min_loss=7.38e-03, kld=12.29, recon=6.77e-03, size_dis=0.039, mean_size=0.36, max_size=24.67(496), time=1136.68
epoch=28800, loss=7.53e-03, min_loss=7.38e-03, kld=13.16, recon=6.88e-03, size_dis=0.039, mean_size=0.43, max_size=65.29(999), time=1139.68
epoch=28900, loss=7.40e-03, min_loss=7.38e-03, kld=12.19, recon=6.79e-03, size_dis=0.039, mean_size=0.35, max_size=31.09(497), time=1142.70
epoch=29000, loss=7.46e-03, min_loss=7.36e-03, kld=12.31, recon=6.84e-03, size_dis=0.039, mean_size=0.37, max_size=38.08(496), time=1145.56

8877, 35791, acc=2.69e-02, 3.12e-02, 4.12e-02, cov=2.64e-02, 3.51e-02, 7.11e-02

epoch=29100, loss=7.39e-03, min_loss=7.37e-03, kld=12.25, recon=6.78e-03, size_dis=0.039, mean_size=0.38, max_size=35.96(496), time=1157.59
epoch=29200, loss=7.54e-03, min_loss=7.35e-03, kld=12.29, recon=6.92e-03, size_dis=0.039, mean_size=0.37, max_size=38.07(497), time=1160.52
epoch=29300, loss=7.42e-03, min_loss=7.37e-03, kld=12.33, recon=6.80e-03, size_dis=0.038, mean_size=0.37, max_size=31.11(497), time=1163.55
epoch=29400, loss=7.44e-03, min_loss=7.35e-03, kld=12.22, recon=6.83e-03, size_dis=0.039, mean_size=0.34, max_size=25.07(497), time=1166.48
epoch=29500, loss=7.41e-03, min_loss=7.36e-03, kld=12.27, recon=6.80e-03, size_dis=0.039, mean_size=0.36, max_size=33.14(496), time=1169.41
epoch=29600, loss=7.40e-03, min_loss=7.34e-03, kld=12.20, recon=6.79e-03, size_dis=0.039, mean_size=0.39, max_size=40.15(497), time=1172.28
epoch=29700, loss=7.40e-03, min_loss=7.36e-03, kld=12.26, recon=6.79e-03, size_dis=0.038, mean_size=0.37, max_size=36.00(496), time=1175.12
epoch=29800, loss=7.62e-03, min_loss=7.33e-03, kld=12.44, recon=6.99e-03, size_dis=0.039, mean_size=0.38, max_size=38.79(497), time=1178.19
epoch=29900, loss=7.43e-03, min_loss=7.34e-03, kld=12.24, recon=6.82e-03, size_dis=0.039, mean_size=0.37, max_size=32.35(496), time=1181.16
epoch=30000, loss=7.47e-03, min_loss=7.35e-03, kld=12.40, recon=6.85e-03, size_dis=0.039, mean_size=0.36, max_size=30.30(497), time=1184.20

7799, 35791, acc=2.65e-02, 3.05e-02, 4.03e-02, cov=2.79e-02, 3.71e-02, 7.36e-02

epoch=30100, loss=7.50e-03, min_loss=7.31e-03, kld=12.26, recon=6.88e-03, size_dis=0.038, mean_size=0.35, max_size=36.20(497), time=1196.29
